Time_Stamp,Flight_Number,Flight_Date,Destination_Airport,Stand,A/C_Type,SOBT,ATOT,Last_Bag_Checkin,First_Bag_Chute,Last_Bag_Chute,First_Bag_A/C,Last_Bag_A/C,Hall,Total_Checked_Bags,Sorted_Bags,Loaded_Bags,OOG_Bags,Transfer_Bags
30/11/2023 10:33:22,A3140,11/30/2023,AXD,B64,AT7,30/11/2023 06:10:00,30/11/2023 06:16:00,30/11/2023 05:38:05,30/11/2023 04:24:17,30/11/2023 05:44:50,30/11/2023 05:50:02,30/11/2023 05:54:34,North,9,9,9,0,1
